loan_app_id,member_id,loan_amount,funded_amount,investors_amount,term,int_rate,monthly_installment,risk_grade,risk_sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose_of_loan,addr_state,dti,delinq_in2yrs,earliest_cr_line,Inquiry_last_6mths,mths_since_last_delinq,open_acc,no.of_negative_financial_records,credit_bal_left,%credit_bal_left,total_credit_acc,total_pymnt_paid,total_pymnt_paid_to_inv,principal_receive,principal_received_inv,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_date,last_pymnt_amnt,credit-info_last_checked,pub_rec_bankruptcies
591643,759907,4800,4800,4800, 36 months,13.98%,164.01,C,C3,7 years,RENT,38400,Source Verified,Oct-10,1,debt_consolidation,NY,7.75,1,Jan-98,0,12,6,0,1120,92.50%,17,327.18,327.18,216.88,110.3,0,0,0,Dec-10,164.01,May-16,0
606603,778186,4000,4000,4000, 36 months,9.62%,128.36,B,B3,7 years,RENT,48000,Source Verified,Nov-10,0,car,VA,19.25,1,Mar-03,0,17,4,0,3591,26.70%,20,4500.279103,4500.28,4000,500.28,0,0,0,Jan-13,296.02,Feb-13,0
446201,543506,9250,9250,9250, 36 months,8.59%,292.4,A,A4,2 years,RENT,24996,Not Verified,Oct-09,0,major_purchase,PA,22.9,0,Dec-03,1,,11,0,3803,11.70%,31,10068.88347,10068.88,9250,818.88,0,0,0,Feb-11,4.66,Sep-15,0
1053763,1285365,35000,21350,21325, 60 months,20.89%,576.27,F,F1,10+ years,MORTGAGE,71316,Verified,Dec-11,1,debt_consolidation,NC,14.79,1,Jan-94,1,23,13,0,18651,75.50%,23,1151.2,1149.86,412.29,738.91,0,0,0,Feb-12,576.27,May-16,0
626812,803209,6350,5275,5275, 36 months,5.79%,159.98,A,A2,3 years,RENT,38000,Source Verified,Dec-10,0,major_purchase,FL,5.24,0,Mar-03,1,,9,0,6658,25.20%,14,5759.146809,5759.15,5275,484.15,0,0,0,Dec-13,181.85,Jul-14,0
977042,1199830,22000,22000,21750, 36 months,7.90%,688.39,A,A4,8 years,MORTGAGE,140000,Verified,Oct-11,0,credit_card,NH,14.68,0,Feb-98,0,,8,0,72823,61.90%,19,22558.20742,22301.87,22000,558.21,0,0,0,Feb-12,20494.43,Mar-12,0
506942,653703,5000,5000,5000, 36 months,13.85%,170.52,C,C4,4 years,RENT,22800,Source Verified,Apr-10,0,debt_consolidation,FL,2.32,0,Oct-96,0,48,3,0,795,19.90%,16,5882.491327,5882.49,5000,882.49,0,0,0,Nov-12,26.76,May-16,0
880401,1095430,16000,16000,15750, 36 months,10.65%,521.18,B,B2,10+ years,MORTGAGE,70000,Source Verified,Sep-11,0,credit_card,CA,17.61,0,Jul-99,0,,8,0,9803,49.50%,19,18762.13,18468.97,16000,2762.13,0,0,0,Oct-14,542.96,Sep-14,0
830869,1040047,20000,20000,19750, 36 months,6.99%,617.46,A,A3,10+ years,MORTGAGE,96000,Not Verified,Aug-11,0,debt_consolidation,CA,6.89,0,Jan-93,0,,12,0,105845,13.70%,40,21751.77412,21479.88,20000,1751.77,0,0,0,Apr-13,9926.97,May-16,0
503822,648493,13600,13600,13433.53938, 36 months,9.88%,438.07,B,B1,3 years,RENT,78625,Not Verified,Apr-10,0,debt_consolidation,OH,21.31,0,Oct-97,1,,14,0,224,1.20%,34,15578.50587,15372.05,13600,1978.51,0,0,0,Jul-12,4648.77,May-16,0
58915,153417,7500,5025,557.087228, 36 months,10.08%,162.34,B,B3,3 years,RENT,85000,Not Verified,Apr-08,0,debt_consolidation,CA,8.1,0,Nov-00,1,,3,0,33667,73.20%,11,5843.875367,571.3,5024.99,818.88,0,0,0,Apr-11,162.63,Mar-14,0
669149,855592,30000,30000,28842.35819, 60 months,17.88%,759.85,E,E5,7 years,MORTGAGE,117000,Verified,Feb-11,1,debt_consolidation,MD,10.73,2,May-00,1,23,13,0,21031,68.10%,30,24313.73,22201.61,13145.54,11168.19,0,0,0,Oct-13,761.1,May-16,0
675643,863464,12000,12000,11950, 60 months,10.37%,257.16,B,B3,9 years,RENT,48000,Not Verified,Mar-11,0,debt_consolidation,CO,6.33,0,Nov-94,0,48,7,0,9978,41.90%,12,15433.56998,15369.26,12000,3433.57,0,0,0,Apr-16,261.13,Apr-16,0
498385,639165,20000,20000,19975, 36 months,14.59%,689.3,D,D1,3 years,MORTGAGE,127000,Verified,Apr-10,0,debt_consolidation,MD,11.76,0,Feb-97,1,47,15,0,12908,76.80%,27,24815.95203,24784.93,20000,4815.95,0,0,0,Apr-13,715.07,Apr-13,0
603479,774336,20000,20000,17465.20297, 60 months,9.62%,421.22,B,B3,10+ years,MORTGAGE,105000,Verified,Oct-10,0,debt_consolidation,NJ,15.57,1,Dec-93,1,20,13,0,22373,70.20%,39,25267.12584,21425.18,20000,5267.13,0,0,0,Oct-15,206.4,May-16,0
438922,529415,7000,7000,7000, 36 months,7.74%,218.54,A,A3,1 year,MORTGAGE,108000,Verified,Sep-09,0,credit_card,FL,12.69,0,Jul-85,0,,6,0,5872,21.40%,16,7088.42,7088.42,7000,88.42,0,0,0,Dec-09,2090.56,Feb-10,0
772405,974334,35000,35000,34950, 60 months,20.62%,939.41,F,F2,4 years,MORTGAGE,120000,Verified,Jun-11,1,debt_consolidation,UT,20.14,0,Nov-98,2,,9,0,70276,81.70%,22,51745.45,51671.58,30788.51,20909.99,46.94600026,0,0,Jan-16,939.41,May-16,0
471342,595051,20000,20000,19988.13126, 36 months,13.85%,682.08,C,C4,2 years,RENT,70000,Verified,Jan-10,0,debt_consolidation,NY,8.16,0,Jul-00,2,30,12,0,3153,28.90%,20,24007.08371,23990.89,20000,3972.99,34.1,0,0,Feb-12,8294.64,Jan-15,0
709792,902461,5800,5800,5800, 36 months,14.54%,199.76,D,D1,7 years,RENT,45000,Verified,Mar-11,0,debt_consolidation,FL,6.51,0,Oct-71,1,40,5,1,5391,82.90%,23,7039.916778,7039.92,5800,1239.92,0,0,0,May-13,2249.65,Apr-16,1
621882,797020,4000,4000,4000, 36 months,6.17%,122,A,A3,7 years,MORTGAGE,45000,Not Verified,Nov-10,0,other,FL,13.07,0,Jul-03,0,,5,0,11907,34.20%,12,4252.60554,4252.61,4000,252.61,0,0,0,Mar-12,2546.84,Jan-14,0
857235,1069671,24000,24000,23975, 36 months,7.49%,746.44,A,A4,5 years,MORTGAGE,103000,Verified,Aug-11,0,debt_consolidation,MO,6.78,1,Aug-90,1,14,11,0,29141,57.80%,28,26871.80043,26843.81,24000,2871.8,0,0,0,Sep-14,757.29,Sep-14,0
532311,688065,23500,14575,14410.907, 60 months,13.23%,333.35,C,C1,10+ years,MORTGAGE,51000,Not Verified,Jun-10,0,debt_consolidation,GA,16.85,0,May-99,1,,9,0,15248,66.60%,21,19944.71001,19682.06,14575,5369.71,0,0,0,Jan-15,2288.2,Mar-15,0
995878,1220466,35000,35000,34950, 60 months,17.27%,874.93,D,D3,,MORTGAGE,80000,Verified,Nov-11,1,debt_consolidation,CA,17.94,0,Dec-73,1,,10,0,33708,56.70%,26,33248.73,33201.45,16720.09,13867.09,0,2661.55,472.7124,Oct-14,874.93,May-16,0
365632,376754,15000,15000,7395.94602, 36 months,14.42%,515.74,D,D2,< 1 year,OTHER,244000,Verified,Dec-08,0,debt_consolidation,NY,20.01,0,Dec-88,1,,24,0,77179,82.50%,41,18566.57923,8537.28,14999.99,3566.59,0,0,0,Dec-11,535.09,Dec-11,0
574550,739121,12000,12000,11816.36266, 60 months,16.82%,297.08,E,E2,10+ years,MORTGAGE,50000,Verified,Sep-10,0,other,MI,19.78,3,Jul-95,1,3,16,0,15962,40.50%,44,17823.93853,17470.66,12000,5823.94,0,0,0,Sep-15,328.32,Sep-15,0
823998,1032603,18000,18000,17975, 36 months,6.99%,555.71,A,A3,1 year,MORTGAGE,153600,Verified,Jul-11,0,moving,HI,20.77,0,Mar-85,0,,15,0,2700,3.10%,37,20005.37829,19977.59,18000,2005.38,0,0,0,Aug-14,561.1,Aug-15,0
845122,1056278,4000,4000,4000, 36 months,15.62%,139.88,D,D1,3 years,MORTGAGE,60000,Source Verified,Aug-11,1,debt_consolidation,MD,10.82,0,Nov-87,0,42,11,0,4746,83.30%,17,1678.37,1678.37,958.5,545.45,0,174.42,1.62,Aug-12,110,Dec-12,0
450219,553616,12000,12000,11975, 36 months,11.48%,395.63,B,B2,5 years,OWN,33009,Not Verified,Oct-09,1,credit_card,OH,24.61,0,Jun-93,1,,12,0,11820,40.60%,40,4747.14,4737.28,3544.88,1192.36,0,9.9,3.6,Oct-10,395.63,Apr-11,0
867403,1081069,8000,8000,8000, 36 months,13.99%,273.39,C,C3,3 years,OWN,150000,Not Verified,Sep-11,0,debt_consolidation,LA,7.12,0,Apr-06,3,,6,0,10138,92.20%,12,9732.326193,9732.33,8000,1732.33,0,0,0,Jan-14,2368.67,Feb-14,0
556322,716375,4000,4000,4000, 60 months,16.32%,97.96,D,D5,1 year,RENT,19200,Source Verified,Aug-10,0,other,OH,24.13,0,Aug-02,0,,6,0,12354,97.30%,9,5877.02,5877.02,4000,1877.02,0,0,0,Aug-15,105.37,Aug-15,0
549075,707813,12000,12000,11625, 60 months,11.49%,263.86,B,B4,3 years,RENT,52000,Verified,Aug-10,0,credit_card,TX,17.64,0,Jul-98,0,,11,0,19159,33.40%,24,15830.87999,15336.16,12000,3830.88,0,0,0,Aug-15,320.5,Aug-15,0
630759,808082,12000,12000,12000, 36 months,12.23%,399.9,C,C1,8 years,RENT,110000,Not Verified,Dec-10,0,debt_consolidation,PA,10.16,1,May-96,0,13,8,1,4811,82.90%,25,14397.33851,14397.34,12000,2397.34,0,0,0,Dec-13,428.4,Dec-13,1
595226,764240,6000,6000,6000, 36 months,7.88%,187.69,A,A5,10+ years,MORTGAGE,35000,Not Verified,Oct-10,1,debt_consolidation,FL,20.16,0,Apr-91,0,,10,0,13571,68.50%,28,1686.96,1686.96,1368.38,318.58,0,0,0,Jul-11,187.69,May-16,0
624521,800330,15000,15000,14975, 60 months,17.43%,376.27,E,E5,5 years,MORTGAGE,61657,Verified,Dec-10,0,debt_consolidation,CA,19.03,0,Dec-97,0,,8,1,8130,84.70%,12,22576.51004,22538.88,15000,7576.51,0,0,0,Jan-16,376.58,Jan-16,1
133301,133259,4650,4650,775, 36 months,10.28%,150.66,C,C1,10+ years,MORTGAGE,45600,Not Verified,Oct-07,1,other,MO,3.26,1,Nov-89,1,22,3,0,105,35%,25,4073.98,677.96,2938.05,676.44,0,459.49,124.88,Oct-09,150.66,May-16,
557573,717873,18000,18000,17400, 36 months,14.72%,621.52,C,C5,10+ years,MORTGAGE,95111,Verified,Aug-10,0,debt_consolidation,AL,14.29,0,Mar-98,0,76,13,0,25908,70.40%,24,22375.72584,21629.87,18000,4375.73,0,0,0,Aug-13,653.34,Aug-13,0
449516,552170,23500,23500,23269.3083, 36 months,14.26%,806.19,C,C5,4 years,RENT,64000,Verified,Oct-09,0,debt_consolidation,IL,24.88,0,Apr-81,1,,9,0,30803,84.40%,17,28994.32295,28673.7,23500,5494.33,0,0,0,Aug-12,2399.33,May-16,0
718730,912984,10000,10000,9750, 36 months,7.66%,311.8,A,A5,10+ years,RENT,117000,Source Verified,Apr-11,0,debt_consolidation,CA,15.28,0,Dec-97,0,,10,0,53792,69.20%,28,10898.37765,10625.92,10000,898.38,0,0,0,Oct-12,5624.62,May-16,0
890730,1107352,20000,20000,20000, 36 months,9.91%,644.5,B,B1,2 years,RENT,54000,Source Verified,Oct-11,0,debt_consolidation,CA,12.04,0,Sep-00,4,,17,0,9750,34.20%,37,22512.83877,22512.84,20000,2512.84,0,0,0,Jun-13,10274.22,Feb-14,0
494694,633436,15000,15000,13925, 36 months,7.88%,469.21,A,A5,10+ years,RENT,50000,Verified,Mar-10,0,debt_consolidation,CA,9.46,0,Jun-86,0,,6,0,15195,32.80%,14,16892.34131,15681.72,15000,1892.34,0,0,0,Apr-13,490.03,Mar-13,0
821466,1029820,3600,3600,3600, 36 months,13.99%,123.03,C,C3,2 years,RENT,67000,Not Verified,Aug-11,1,credit_card,CA,16.1,0,Nov-96,1,45,5,0,3202,36.40%,16,2460.18,2460.18,1806.15,643.85,0,10.18,0,Apr-13,123.03,May-16,0
626716,803089,2500,2500,2500, 36 months,9.62%,80.23,B,B3,9 years,OWN,25000,Not Verified,Dec-10,0,major_purchase,CA,2.3,0,Sep-03,0,,2,0,1063,42.50%,5,2888.083841,2888.08,2500,388.08,0,0,0,Dec-13,85.55,Dec-13,0
629374,806348,1000,1000,1000, 36 months,9.62%,32.09,B,B3,6 years,RENT,38400,Not Verified,Dec-10,0,vacation,WI,14.34,0,Jan-01,1,46,4,1,346,6.80%,22,1141.586423,1141.59,1000,141.59,0,0,0,Feb-13,341.04,Jun-15,1
692915,883685,4200,4200,4125, 36 months,6.92%,129.54,A,A3,10+ years,RENT,48000,Source Verified,Mar-11,0,medical,CA,14,0,Feb-03,1,,5,0,7016,37.40%,10,4663.050656,4579.78,4200,463.05,0,0,0,Mar-14,133.87,May-16,0
1037251,1267145,17000,17000,16975, 36 months,13.49%,576.82,C,C1,5 years,RENT,37000,Not Verified,Nov-11,0,debt_consolidation,KY,15.73,0,Oct-00,1,,7,0,17465,91.40%,29,18222.37409,18195.58,17000,1222.37,0,0,0,Jul-12,13772.05,Jul-12,0
870288,1084202,2200,2200,2200, 36 months,11.99%,73.07,B,B5,2 years,OWN,40000,Source Verified,Sep-11,0,medical,NY,4.17,0,Jan-08,0,,7,0,3535,61.40%,7,2630.131265,2630.13,2200,430.13,0,0,0,Sep-14,73.38,Apr-16,0
219315,219312,12000,12000,454.6999336, 36 months,13.30%,406.07,D,D4,< 1 year,MORTGAGE,45000,Not Verified,Jan-08,1,debt_consolidation,MD,4.67,0,Mar-00,1,50,9,0,7209,38.10%,30,3247.74,128.08,2270.63,977.11,0,0,0,Oct-08,406.07,May-16,
314413,313273,7200,7200,5925, 36 months,10.71%,234.74,B,B5,10+ years,MORTGAGE,40000,Not Verified,Apr-08,0,credit_card,TX,18.75,0,Sep-95,0,,11,1,12938,49%,11,8393.239142,6906.95,7200,1193.24,0,0,0,Sep-10,1825.38,Mar-11,1
794594,999239,1800,1800,1800, 36 months,8.49%,56.82,A,A5,9 years,MORTGAGE,60000,Not Verified,Jun-11,0,home_improvement,KY,18.2,0,Feb-97,2,81,11,0,12312,64.10%,37,2099.996252,2100,1800,300,0,0,0,Jul-14,121.53,Jul-14,0
778768,981396,9000,9000,9000, 36 months,15.62%,314.73,D,D1,1 year,RENT,38400,Not Verified,Jun-11,1,debt_consolidation,NM,6.41,0,Jan-01,0,58,3,0,238,47.60%,11,6251.8,6251.8,4215.37,1746.64,0,289.79,3.09,Jan-13,314.73,Jun-13,0
615990,789858,10000,7650,7550, 36 months,5.42%,230.73,A,A1,5 years,RENT,55000,Verified,Nov-10,0,home_improvement,NJ,22.78,0,Dec-89,0,,10,0,4248,5.70%,20,8306.915435,8198.33,7650,656.92,0,0,0,Dec-13,251.16,Nov-13,0
615902,789760,25000,17175,16925, 60 months,20.77%,462.43,G,G4,3 years,MORTGAGE,105000,Verified,Nov-10,0,debt_consolidation,MA,17.59,0,Oct-88,0,,10,0,30282,98.60%,18,27744.98937,27341.13,17175.01,10569.98,0,0,0,Dec-15,461.6,Nov-15,0
492091,629192,10000,10000,9895.466463, 36 months,14.59%,344.65,D,D1,9 years,RENT,22000,Source Verified,Apr-10,0,debt_consolidation,CA,9.44,0,Jan-97,1,25,11,1,5616,42.90%,19,12408.08856,12261.72,10000,2408.09,0,0,0,May-13,360.12,Jun-13,1
542849,700447,15000,15000,15000, 60 months,18.67%,386.39,F,F2,10+ years,RENT,63129.36,Verified,Jul-10,1,debt_consolidation,VA,7.66,0,Apr-01,0,66,15,0,13877,86.30%,20,17080.06,17080.06,8944.06,7244.03,17.96211133,874.01,8.6058,Feb-14,386.39,Jun-14,0
1032771,1262322,21000,21000,20975, 60 months,19.42%,549.62,E,E3,1 year,MORTGAGE,42000,Verified,Dec-11,1,small_business,FL,11.26,0,Sep-99,1,79,9,0,18695,72.20%,22,8705.58,8695.27,3263.12,4423.3,0,1019.16,9.97,Feb-13,549.62,Jul-13,0
658148,841665,17000,17000,16975, 60 months,12.68%,384.03,C,C1,7 years,RENT,54000,Verified,Feb-11,0,credit_card,CA,20.82,0,Apr-02,0,,5,0,18276,83.40%,17,22582.18882,22548.98,17000,5582.19,0,0,0,Nov-14,5734.22,Nov-14,0
754125,953818,22000,22000,21975, 60 months,13.99%,511.79,C,C3,9 years,MORTGAGE,190000,Verified,May-11,0,credit_card,CA,6.3,0,Dec-96,1,,8,0,21092,64.90%,26,30576.3899,30541.64,22000,8576.39,0,0,0,Oct-15,3963.31,Nov-15,0
981611,1204773,15000,15000,14750, 36 months,7.90%,469.36,A,A4,10+ years,MORTGAGE,126000,Verified,Nov-11,0,debt_consolidation,TX,16.36,0,Sep-86,0,67,10,0,36097,76.30%,22,16896.31001,16614.7,15000,1896.31,0,0,0,Oct-14,953.18,May-16,0
687218,877188,10250,10250,10200, 36 months,7.29%,317.86,A,A4,1 year,RENT,54996,Source Verified,Mar-11,0,credit_card,IL,5.43,0,Jul-03,0,,6,0,11112,63.50%,9,11442.60256,11386.78,10250,1192.6,0,0,0,Mar-14,348.44,Mar-14,0
702189,894050,16000,16000,15950, 60 months,20.11%,424.89,G,G1,4 years,RENT,85000,Verified,Mar-11,0,wedding,CA,13.92,0,Aug-06,1,,8,0,7143,71.40%,12,22819.98577,22748.67,16000,6819.99,0,0,0,Aug-13,10396.96,Sep-13,0
750608,949982,4500,4500,4500, 36 months,10.99%,147.31,B,B3,2 years,MORTGAGE,40000,Source Verified,Jun-11,0,debt_consolidation,CA,18.43,0,Sep-00,1,39,15,0,7281,9.80%,24,4914.464268,4914.46,4500,399.46,15.00000006,0,0,May-12,3433.13,Apr-16,0
523119,676791,3100,3100,3094.073693, 60 months,15.21%,74.1,D,D2,2 years,RENT,32280,Verified,Jun-10,0,debt_consolidation,OH,21.2,5,Jul-93,1,4,14,0,7289,4.20%,40,4435.029999,4422.55,3100,1335.03,0,0,0,Jan-15,444.61,May-16,0
478561,607594,12000,12000,12000, 36 months,11.14%,393.65,B,B1,5 years,MORTGAGE,150000,Not Verified,Jan-10,0,debt_consolidation,MD,2.37,0,Dec-98,0,,13,0,10944,29.80%,24,13755.43411,13755.43,12000,1755.43,0,0,0,Nov-11,5883.81,Nov-11,0
406081,453452,4000,4000,3975, 36 months,11.58%,132.06,B,B3,1 year,MORTGAGE,54000,Not Verified,May-09,0,home_improvement,KS,3.44,0,Sep-99,1,50,6,0,4833,27.60%,30,4149.040964,4123.11,4000,149.04,0,0,0,Oct-09,3754.2,Oct-09,0
449325,551860,18000,18000,17875.50805, 36 months,17.39%,645.26,E,E4,1 year,MORTGAGE,74900,Not Verified,Oct-09,1,debt_consolidation,OK,11.84,0,May-05,1,,9,0,12798,93.20%,13,7865.91,7725.29,4542.01,2545.62,0,778.28,142.474,Sep-10,645.26,Feb-11,0
524004,678017,15000,15000,14875, 36 months,10.38%,486.69,B,B1,10+ years,RENT,70000,Verified,Jun-10,0,credit_card,CA,17.9,0,Nov-00,0,,5,0,22879,59%,23,17497.58767,17351.77,15000,2497.59,0,0,0,Mar-13,1939.66,May-16,0
482011,460036,1275,1275,1275, 36 months,11.36%,41.97,B,B5,3 years,MORTGAGE,45000,Not Verified,Feb-10,0,credit_card,OH,18.83,0,Nov-95,1,,7,0,9961,85.90%,12,1510.72552,1510.73,1275,235.73,0,0,0,Feb-13,44.55,Feb-13,0
525918,680437,15000,9175,8813.453634, 60 months,11.49%,201.74,B,B4,10+ years,MORTGAGE,49920,Not Verified,Jun-10,0,debt_consolidation,MI,17.74,0,Mar-95,1,,5,0,6997,63.60%,22,10512.98346,9913.07,9175,1337.98,0,0,0,Dec-11,30.22,Dec-11,0
635360,813913,15000,15000,15000, 60 months,18.91%,388.37,F,F4,4 years,MORTGAGE,78000,Verified,Dec-10,0,debt_consolidation,WA,6.83,0,Oct-94,1,60,25,0,12016,35%,51,22628.66083,22628.66,15000,7628.66,0,0,0,Oct-14,5572.29,May-16,0
675584,863398,15000,15000,14927.77159, 36 months,11.11%,491.87,B,B5,7 years,MORTGAGE,92000,Verified,Feb-11,0,debt_consolidation,CA,14.38,0,Apr-99,0,,5,0,19768,90.50%,21,17211.86821,17113.53,15000,2211.87,0,0,0,Jan-13,2415.16,Feb-16,0
893985,1111140,12000,12000,12000, 36 months,13.49%,407.17,C,C1,6 years,RENT,75000,Source Verified,Sep-11,0,debt_consolidation,MA,19.09,0,Dec-96,1,78,12,0,16865,70%,32,14657.91764,14657.92,12000,2657.92,0,0,0,Oct-14,432.84,Apr-15,0
675837,863681,2700,2700,2700, 36 months,7.29%,83.73,A,A4,,RENT,15000,Verified,Feb-11,0,credit_card,TX,20.96,0,Apr-97,0,44,11,0,5233,35.40%,29,2986.559579,2986.56,2700,286.56,0,0,0,Jun-13,605.76,Jun-13,0
660407,844654,8000,8000,8000, 60 months,17.51%,201.03,E,E4,10+ years,OWN,110000,Verified,Feb-11,0,small_business,CA,13.48,0,Jan-95,0,,5,0,20037,71.60%,28,12049.5,12049.5,8000,4049.5,0,0,0,Dec-15,791.82,May-16,0
1018179,1246416,6000,6000,6000, 36 months,9.91%,193.35,B,B1,3 years,RENT,52800,Source Verified,Nov-11,0,credit_card,TX,11.61,0,Aug-03,1,,9,0,12362,69.10%,19,6937.090584,6937.09,6000,937.09,0,0,0,Jun-14,1145.77,Oct-14,0
493132,630781,15000,15000,15000, 36 months,14.59%,516.98,D,D1,7 years,MORTGAGE,66000,Not Verified,Mar-10,1,debt_consolidation,GA,12.64,0,Oct-95,0,77,5,0,12947,84.60%,17,3380.17,3380.17,1361.23,1379.94,25.65072867,613.35,6.01,Dec-10,176.17,Jan-16,0
612432,785311,16500,16500,16023.61405, 60 months,12.23%,368.96,C,C1,< 1 year,MORTGAGE,70000,Source Verified,Nov-10,0,home_improvement,MA,6.41,0,Mar-01,2,,8,0,30455,55.80%,20,21102.76457,20425.54,16500,4602.76,0,0,0,Nov-13,8215.43,Feb-16,0
519873,672049,10000,10000,9078.293725, 36 months,7.51%,311.11,A,A4,7 years,RENT,88000,Verified,May-10,0,other,MA,11.4,0,Mar-98,1,,6,0,2628,14.40%,8,10598.42491,9617.76,10000,598.42,0,0,0,Dec-11,302.1,Dec-11,0
977699,1200501,20000,20000,19975, 60 months,11.71%,441.97,B,B3,10+ years,OWN,63623,Verified,Oct-11,0,credit_card,NY,7.58,0,Jan-82,1,29,10,0,15317,14.20%,23,21268.71773,21242.13,20000,1268.72,0,0,0,Dec-12,5527.87,Apr-16,0
527447,682252,7000,7000,6970.822365, 60 months,16.45%,171.91,E,E1,2 years,RENT,26004,Verified,Jun-10,1,other,NY,1.94,0,Jan-05,0,30,5,0,1127,59.30%,7,1883.2,1867.29,891.46,991.74,0,0,0,May-11,171.91,May-16,0
772558,974496,4400,4400,4400, 36 months,8.49%,138.88,A,A5,5 years,RENT,32496,Verified,Jun-11,0,other,NY,23.97,0,Sep-97,0,,6,0,65,1%,8,4784.398273,4784.4,4400,384.4,0,0,0,Sep-12,2855.85,Oct-12,0
538613,695594,1500,1500,1500, 36 months,7.88%,46.93,A,A5,7 years,MORTGAGE,65004,Not Verified,Jul-10,0,major_purchase,TX,4.14,0,May-99,1,34,10,0,7171,38.30%,22,1687.479139,1687.48,1500,187.48,0,0,0,Apr-13,188.65,May-16,0
696192,887333,6000,6000,6000, 60 months,18.25%,153.18,F,F1,7 years,RENT,45000,Verified,Mar-11,0,debt_consolidation,CA,3.84,0,Mar-02,1,,8,0,3183,70.70%,8,8319.4099,8319.41,6000,2319.41,0,0,0,Oct-13,3742,Mar-16,0
713803,907107,5000,5000,4925, 36 months,7.29%,155.05,A,A4,3 years,RENT,41500,Source Verified,Apr-11,0,major_purchase,PA,7.08,0,Oct-02,0,,11,0,5349,60.80%,22,5581.772363,5498.05,5000,581.77,0,0,0,Apr-14,170.16,Apr-14,0
327046,327034,10000,4500,1299.999082, 36 months,11.03%,147.39,C,C1,4 years,MORTGAGE,80000,Not Verified,Apr-08,1,credit_card,GA,11.03,0,Feb-79,0,,8,0,43712,82.50%,14,1767.96,510.48,1338.12,429.84,0,0,0,Apr-09,147.39,May-16,0
427567,504951,13500,13500,13239.85765, 36 months,12.21%,449.76,B,B5,3 years,RENT,68000,Not Verified,Jul-09,0,debt_consolidation,CA,18.72,0,Oct-00,0,,14,0,28714,53.10%,31,16031.6463,15697.02,13499.99,2531.66,0,0,0,Dec-11,3902.54,Jul-15,0
806151,1012315,16200,16200,16200, 60 months,19.29%,422.83,E,E4,10+ years,MORTGAGE,53000,Verified,Jul-11,0,debt_consolidation,NM,12.63,0,Jul-99,1,,6,0,10494,85.30%,22,23003.5345,23003.53,16200,6803.53,0,0,0,Mar-14,9911.39,May-16,0
664046,849104,12000,12000,12000, 60 months,10.74%,259.36,B,B4,6 years,RENT,30694,Not Verified,Feb-11,0,moving,SC,23.07,0,Jun-03,0,,4,0,7310,63%,11,14812.55332,14812.55,12000,2812.55,0,0,0,Dec-13,6258.07,Nov-15,0
755637,955500,2500,2500,2500, 36 months,11.99%,83.03,B,B5,,MORTGAGE,70000,Not Verified,May-11,0,home_improvement,NJ,8.16,0,Apr-94,0,69,4,1,4419,92.10%,9,2988.814452,2988.81,2500,488.81,0,0,0,Jun-14,83.58,May-14,1
864535,1077766,12000,12000,12000, 60 months,15.99%,291.76,D,D2,3 years,RENT,41548.8,Source Verified,Sep-11,1,other,CA,5.57,0,Apr-07,1,,5,0,6637,30.20%,10,14829.75,14829.75,9515.24,5314.51,0,0,0,Dec-15,291.76,May-16,0
432493,514038,13000,13000,12017.10292, 36 months,12.87%,437.24,C,C1,< 1 year,RENT,78000,Verified,Aug-09,0,debt_consolidation,MD,6.26,0,Mar-95,2,54,13,0,1783,59.40%,22,15644.95622,14376.31,13000,2644.96,0,0,0,Mar-12,16.29,Mar-16,0
373972,394566,9600,9600,5984.130425, 36 months,14.42%,330.08,D,D2,4 years,RENT,83964,Verified,Jan-09,0,small_business,CA,11.46,0,Aug-05,0,,7,0,4040,20.20%,12,11882.55113,7097.87,9600,2282.55,0,0,0,Feb-12,349.13,Jan-12,0
433469,516370,18500,18500,18109.40272, 36 months,12.87%,622.22,C,C1,3 years,RENT,145000,Verified,Aug-09,0,debt_consolidation,CA,1.62,0,Jun-98,0,41,6,0,25063,53.30%,23,22399.71237,21913.86,18500,3899.71,0,0,0,Aug-12,636.53,May-16,0
533602,689723,7500,7500,7500, 60 months,13.98%,174.44,C,C3,3 years,MORTGAGE,35004,Not Verified,Jul-10,0,debt_consolidation,NY,18.85,0,Jan-02,0,59,11,0,4071,47.90%,27,10465.89999,10465.9,7500,2965.9,0,0,0,Jul-15,184.45,Jul-15,0
580618,746376,3000,3000,3000, 36 months,11.12%,98.39,B,B3,5 years,RENT,27600,Source Verified,Sep-10,1,car,FL,15.35,0,Feb-05,0,,2,0,0,0%,5,2719.68,2719.68,2143.29,500.69,14.97733497,60.72,0.67,Jan-13,98.39,May-13,0
692746,883495,5500,5500,5500, 60 months,10.74%,118.88,B,B4,1 year,MORTGAGE,50000,Not Verified,Mar-11,0,car,VA,17.81,0,Nov-03,0,,9,0,6813,54.50%,15,6320.599718,6320.6,5500,820.6,0,0,0,Oct-12,4094.98,Mar-15,0
893159,1110314,7425,7425,7400, 36 months,6.03%,225.99,A,A1,10+ years,MORTGAGE,65000,Source Verified,Oct-11,0,debt_consolidation,SC,19.4,0,Dec-90,1,,10,0,21626,35.20%,19,8094.328222,8067.07,7425,669.33,0,0,0,Sep-14,193.7,Sep-14,0
